,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run
1478,742,River Sockeye,1973,854,427,NA
1540,742,River Sockeye,1974,3286,1643,NA
1602,742,River Sockeye,1975,1872,936,NA
1664,742,River Sockeye,1976,2782,1391,NA
1726,742,River Sockeye,1977,854,427,NA
1788,742,River Sockeye,1978,3200,1600,NA
1850,742,River Sockeye,1979,1198,599,NA
1912,742,River Sockeye,1980,778,389,NA
1974,742,River Sockeye,1981,1144,572,NA
2036,742,River Sockeye,1982,1030,515,NA
2098,742,River Sockeye,1983,1886,943,NA
2160,742,River Sockeye,1984,532,266,NA
2222,742,River Sockeye,1985,1602,801,NA
2284,742,River Sockeye,1986,2600,1300,NA
2346,742,River Sockeye,1987,3114,1557,NA
2408,742,River Sockeye,1988,4266,2133,NA
2470,742,River Sockeye,1989,782,391,NA
2532,742,River Sockeye,1990,NA,NA,NA
2594,742,River Sockeye,1991,1268,634,NA
2656,742,River Sockeye,1992,184,92,NA
2718,742,River Sockeye,1993,NA,NA,NA
2780,742,River Sockeye,1994,314,157,NA
2842,742,River Sockeye,1995,238,119,NA
2904,742,River Sockeye,1996,188,94,NA
2966,742,River Sockeye,1997,64,32,NA
3028,742,River Sockeye,1998,140,70,NA
3090,742,River Sockeye,1999,324,162,NA
3152,742,River Sockeye,2000,58,29,NA
3214,742,River Sockeye,2001,170,85,NA
3276,742,River Sockeye,2002,1360,680,NA
3338,742,River Sockeye,2003,244,122,NA
3400,742,River Sockeye,2004,98,49,NA
3462,742,River Sockeye,2005,588,294,NA
3524,742,River Sockeye,2006,342,171,NA
3586,742,River Sockeye,2007,352,176,NA
3648,742,River Sockeye,2008,170,85,NA
3710,742,River Sockeye,2009,3112,1556,NA
3772,742,River Sockeye,2010,2030,1015,NA
3834,742,River Sockeye,2011,3068,1534,NA
3896,742,River Sockeye,2012,922,461,NA
3958,742,River Sockeye,2013,3390,1695,NA
4020,742,River Sockeye,2014,NA,NA,NA
4082,742,River Sockeye,2015,274,137,NA
4144,742,River Sockeye,2016,472,236,NA
4206,742,River Sockeye,2017,NA,139,NA
4268,742,River Sockeye,2018,NA,171,NA
4330,742,River Sockeye,2019,NA,176,NA
51,745,River Sockeye,1950,33747,33864,NA
113,745,River Sockeye,1951,17060,17145,NA
175,745,River Sockeye,1952,25765,25794,81595
237,745,River Sockeye,1953,21108,21328,118186
299,745,River Sockeye,1954,28183,28800,262780
361,745,River Sockeye,1955,5588,5595,49022
423,745,River Sockeye,1956,2586,2586,18007
485,745,River Sockeye,1957,3808,3812,24106
547,745,River Sockeye,1958,14651,14701,145926
609,745,River Sockeye,1959,27837,27885,204760
671,745,River Sockeye,1960,17209,17280,39648
733,745,River Sockeye,1961,42559,42778,97687
795,745,River Sockeye,1962,8112,8162,18519
857,745,River Sockeye,1963,22287,22287,44912
919,745,River Sockeye,1964,2201,2202,5946
981,745,River Sockeye,1965,15018,15034,58752
1043,745,River Sockeye,1966,32630,32672,125986
1105,745,River Sockeye,1967,20489,20577,113610
1167,745,River Sockeye,1968,5384,5391,18774
1229,745,River Sockeye,1969,14865,15006,67061
1291,745,River Sockeye,1970,12627,12675,63194
1353,745,River Sockeye,1971,3790,3790,67697
1415,745,River Sockeye,1972,1399,1399,3135
1477,745,River Sockeye,1973,3056,3060,23773
1539,745,River Sockeye,1974,16920,16920,110090
1601,745,River Sockeye,1975,5908,5987,23471
1663,745,River Sockeye,1976,5088,5130,33066
1725,745,River Sockeye,1977,2240,2246,11558
1787,745,River Sockeye,1978,19714,19747,57185
1849,745,River Sockeye,1979,45674,45706,149051
1911,745,River Sockeye,1980,5092,5092,17260
1973,745,River Sockeye,1981,3193,3193,14998
2035,745,River Sockeye,1982,9178,9189,34647
2097,745,River Sockeye,1983,4204,4239,23841
2159,745,River Sockeye,1984,1266,1267,13443
2221,745,River Sockeye,1985,4653,5097,9679
2283,745,River Sockeye,1986,7133,7290,32536
2345,745,River Sockeye,1987,5159,5297,13552
2407,745,River Sockeye,1988,1544,1544,5262
2469,745,River Sockeye,1989,2888,2934,16393
2531,745,River Sockeye,1990,4615,4615,7227
2593,745,River Sockeye,1991,14875,15000,44707
2655,745,River Sockeye,1992,313,313,2312
2717,745,River Sockeye,1993,3260,3265,74807
2779,745,River Sockeye,1994,9370,9515,72173
2841,745,River Sockeye,1995,16694,16760,34173
2903,745,River Sockeye,1996,15338,15379,17864
2965,745,River Sockeye,1997,1411,1418,4737
3027,745,River Sockeye,1998,4466,4496,21993
3089,745,River Sockeye,1999,8569,8577,51335
3151,745,River Sockeye,2000,4343,4343,14859
3213,745,River Sockeye,2001,15268,15309,90043
3275,745,River Sockeye,2002,41501,41542,62988
3337,745,River Sockeye,2003,8591,8259,82606
3399,745,River Sockeye,2004,2106,2106,57832
3461,745,River Sockeye,2005,387523,388605,421084
3523,745,River Sockeye,2006,168929,168259,208110
3585,745,River Sockeye,2007,128237,128295,191374
3647,745,River Sockeye,2008,6744,6717,41515
3709,745,River Sockeye,2009,300606,307210,400607
3771,745,River Sockeye,2010,734628,761668,1303224
3833,745,River Sockeye,2011,764990,805596,1388379
3895,745,River Sockeye,2012,70707,70904,NA
3957,745,River Sockeye,2013,246560,250087,NA
4019,745,River Sockeye,2014,391600,399531,NA
4081,745,River Sockeye,2015,115263,115684,NA
4143,745,River Sockeye,2016,65526,65758,NA
4205,745,River Sockeye,2017,49364,49983,NA
4267,745,River Sockeye,2018,NA,15148,NA
4329,745,River Sockeye,2019,NA,3813,NA
21,749,Coho,1950,NA,NA,NA
83,749,Coho,1951,NA,NA,NA
145,749,Coho,1952,NA,NA,NA
207,749,Coho,1953,NA,400,NA
269,749,Coho,1954,NA,25,NA
331,749,Coho,1955,NA,25,NA
393,749,Coho,1956,NA,400,NA
455,749,Coho,1957,NA,2,NA
517,749,Coho,1958,NA,25,NA
579,749,Coho,1959,NA,NA,NA
641,749,Coho,1960,NA,NA,NA
703,749,Coho,1961,NA,75,NA
765,749,Coho,1962,NA,400,NA
827,749,Coho,1963,NA,75,NA
889,749,Coho,1964,NA,400,NA
951,749,Coho,1965,NA,750,NA
1013,749,Coho,1966,NA,400,NA
1075,749,Coho,1967,NA,200,NA
1137,749,Coho,1968,NA,200,NA
1199,749,Coho,1969,NA,300,NA
1261,749,Coho,1970,NA,750,NA
1323,749,Coho,1971,NA,1500,NA
1385,749,Coho,1972,NA,750,NA
1447,749,Coho,1973,NA,400,NA
1509,749,Coho,1974,NA,1500,NA
1571,749,Coho,1975,NA,1500,NA
1633,749,Coho,1976,NA,400,NA
1695,749,Coho,1977,NA,400,NA
1757,749,Coho,1978,NA,1500,NA
1819,749,Coho,1979,NA,1500,NA
1881,749,Coho,1980,NA,2000,NA
1943,749,Coho,1981,NA,1500,NA
2005,749,Coho,1982,NA,500,NA
2067,749,Coho,1983,NA,250,NA
2129,749,Coho,1984,4726,1384,NA
2191,749,Coho,1985,5189,1495,NA
2253,749,Coho,1986,1876,510,NA
2315,749,Coho,1987,3529,710,NA
2377,749,Coho,1988,7940,1095,NA
2439,749,Coho,1989,6673,940,NA
2501,749,Coho,1990,2593,1380,NA
2563,749,Coho,1991,2962,625,NA
2625,749,Coho,1992,6193,1074,NA
2687,749,Coho,1993,7624,1110,NA
2749,749,Coho,1994,1912,200,NA
2811,749,Coho,1995,2367,220,NA
2873,749,Coho,1996,1183,225,NA
2935,749,Coho,1997,1665,380,NA
2997,749,Coho,1998,4851,987,NA
3059,749,Coho,1999,1652,1267,NA
3121,749,Coho,2000,3920,1837,NA
3183,749,Coho,2001,6162,6452,NA
3245,749,Coho,2002,4170,4117,NA
3307,749,Coho,2003,3809,3146,NA
3369,749,Coho,2004,4760,4593,NA
3431,749,Coho,2005,2189,950,NA
3493,749,Coho,2006,1301,1012,NA
3555,749,Coho,2007,9958,9862,NA
3617,749,Coho,2008,1464,1381,NA
3679,749,Coho,2009,2306,2202,NA
3741,749,Coho,2010,4689,4392,NA
3803,749,Coho,2011,3920,3696,NA
3865,749,Coho,2012,7126,7285,NA
3927,749,Coho,2013,11625,11851,NA
3989,749,Coho,2014,3081,1807,NA
4051,749,Coho,2015,1354,779,NA
4113,749,Coho,2016,14722,12598,NA
4175,749,Coho,2017,NA,2946,NA
4237,749,Coho,2018,NA,3005,NA
4299,749,Coho,2019,NA,1900,NA
23,750,Coho,1950,NA,NA,NA
85,750,Coho,1951,NA,32750,NA
147,750,Coho,1952,NA,64150,NA
209,750,Coho,1953,NA,60425,NA
271,750,Coho,1954,NA,35275,NA
333,750,Coho,1955,NA,33496,NA
395,750,Coho,1956,NA,24725,NA
457,750,Coho,1957,NA,35775,NA
519,750,Coho,1958,NA,50950,NA
581,750,Coho,1959,NA,27900,NA
643,750,Coho,1960,NA,22100,NA
705,750,Coho,1961,NA,34475,NA
767,750,Coho,1962,NA,111000,NA
829,750,Coho,1963,NA,85675,NA
891,750,Coho,1964,NA,63475,NA
953,750,Coho,1965,NA,27686,NA
1015,750,Coho,1966,NA,48361,NA
1077,750,Coho,1967,NA,22950,NA
1139,750,Coho,1968,NA,21272,NA
1201,750,Coho,1969,NA,24184,NA
1263,750,Coho,1970,NA,36700,NA
1325,750,Coho,1971,NA,77525,NA
1387,750,Coho,1972,NA,18050,NA
1449,750,Coho,1973,NA,36775,NA
1511,750,Coho,1974,NA,38550,NA
1573,750,Coho,1975,NA,38300,NA
1635,750,Coho,1976,NA,25402,NA
1697,750,Coho,1977,NA,47350,NA
1759,750,Coho,1978,NA,50101,NA
1821,750,Coho,1979,NA,37149,NA
1883,750,Coho,1980,NA,23916,NA
1945,750,Coho,1981,NA,19155,NA
2007,750,Coho,1982,NA,25681,NA
2069,750,Coho,1983,NA,16847,NA
2131,750,Coho,1984,NA,43142,NA
2193,750,Coho,1985,NA,38964,NA
2255,750,Coho,1986,NA,49464,NA
2317,750,Coho,1987,NA,43968,NA
2379,750,Coho,1988,NA,35090,NA
2441,750,Coho,1989,NA,63322,NA
2503,750,Coho,1990,NA,29307,NA
2565,750,Coho,1991,NA,27085,NA
2627,750,Coho,1992,NA,16678,NA
2689,750,Coho,1993,NA,24103,NA
2751,750,Coho,1994,NA,23226,NA
2813,750,Coho,1995,NA,21234,NA
2875,750,Coho,1996,NA,18757,NA
2937,750,Coho,1997,NA,27482,NA
2999,750,Coho,1998,NA,25497,NA
3061,750,Coho,1999,NA,10807,NA
3123,750,Coho,2000,NA,17699,NA
3185,750,Coho,2001,NA,32056,NA
3247,750,Coho,2002,NA,18147,NA
3309,750,Coho,2003,NA,3297,NA
3371,750,Coho,2004,NA,19614,NA
3433,750,Coho,2005,NA,2983,NA
3495,750,Coho,2006,NA,2613,NA
3557,750,Coho,2007,NA,1876,NA
3619,750,Coho,2008,NA,3014,NA
3681,750,Coho,2009,NA,4098,NA
3743,750,Coho,2010,NA,10502,NA
3805,750,Coho,2011,NA,6531,NA
3867,750,Coho,2012,NA,NA,NA
3929,750,Coho,2013,NA,NA,NA
3991,750,Coho,2014,NA,NA,NA
4053,750,Coho,2015,NA,NA,NA
4115,750,Coho,2016,NA,NA,NA
4177,750,Coho,2017,NA,NA,NA
4239,750,Coho,2018,NA,NA,NA
4301,750,Coho,2019,NA,NA,NA
28,751,Lake Sockeye,1950,NA,NA,NA
90,751,Lake Sockeye,1951,NA,NA,NA
152,751,Lake Sockeye,1952,NA,NA,NA
214,751,Lake Sockeye,1953,NA,NA,NA
276,751,Lake Sockeye,1954,NA,194,NA
338,751,Lake Sockeye,1955,NA,NA,NA
400,751,Lake Sockeye,1956,NA,9,NA
462,751,Lake Sockeye,1957,NA,291,NA
524,751,Lake Sockeye,1958,NA,291,NA
586,751,Lake Sockeye,1959,NA,NA,NA
648,751,Lake Sockeye,1960,NA,1000,NA
710,751,Lake Sockeye,1961,NA,NA,NA
772,751,Lake Sockeye,1962,NA,79,NA
834,751,Lake Sockeye,1963,NA,5,NA
896,751,Lake Sockeye,1964,NA,985,NA
958,751,Lake Sockeye,1965,NA,NA,NA
1020,751,Lake Sockeye,1966,NA,63,NA
1082,751,Lake Sockeye,1967,NA,NA,NA
1144,751,Lake Sockeye,1968,NA,617,NA
1206,751,Lake Sockeye,1969,NA,NA,NA
1268,751,Lake Sockeye,1970,NA,4,NA
1330,751,Lake Sockeye,1971,NA,NA,NA
1392,751,Lake Sockeye,1972,NA,1034,NA
1454,751,Lake Sockeye,1973,NA,NA,NA
1516,751,Lake Sockeye,1974,NA,13,NA
1578,751,Lake Sockeye,1975,NA,61,NA
1640,751,Lake Sockeye,1976,NA,2038,NA
1702,751,Lake Sockeye,1977,NA,51,NA
1764,751,Lake Sockeye,1978,NA,NA,NA
1826,751,Lake Sockeye,1979,NA,NA,NA
1888,751,Lake Sockeye,1980,NA,3905,NA
1950,751,Lake Sockeye,1981,NA,63,NA
2012,751,Lake Sockeye,1982,NA,124,NA
2074,751,Lake Sockeye,1983,NA,NA,NA
2136,751,Lake Sockeye,1984,NA,9356,NA
2198,751,Lake Sockeye,1985,NA,139,NA
2260,751,Lake Sockeye,1986,NA,623,NA
2322,751,Lake Sockeye,1987,NA,27,NA
2384,751,Lake Sockeye,1988,NA,13081,NA
2446,751,Lake Sockeye,1989,NA,110,NA
2508,751,Lake Sockeye,1990,NA,683,NA
2570,751,Lake Sockeye,1991,NA,71,NA
2632,751,Lake Sockeye,1992,NA,5476,NA
2694,751,Lake Sockeye,1993,NA,580,NA
2756,751,Lake Sockeye,1994,NA,673,NA
2818,751,Lake Sockeye,1995,NA,137,NA
2880,751,Lake Sockeye,1996,NA,34663,NA
2942,751,Lake Sockeye,1997,NA,376,NA
3004,751,Lake Sockeye,1998,NA,506,NA
3066,751,Lake Sockeye,1999,NA,69,NA
3128,751,Lake Sockeye,2000,NA,80241,NA
3190,751,Lake Sockeye,2001,NA,963,NA
3252,751,Lake Sockeye,2002,NA,1234,NA
3314,751,Lake Sockeye,2003,NA,371,NA
3376,751,Lake Sockeye,2004,NA,1535,NA
3438,751,Lake Sockeye,2005,NA,335,NA
3500,751,Lake Sockeye,2006,NA,370,NA
3562,751,Lake Sockeye,2007,NA,232,NA
3624,751,Lake Sockeye,2008,NA,1392,NA
3686,751,Lake Sockeye,2009,NA,268,NA
3748,751,Lake Sockeye,2010,NA,3101,NA
3810,751,Lake Sockeye,2011,NA,552,NA
3872,751,Lake Sockeye,2012,NA,294,NA
3934,751,Lake Sockeye,2013,NA,538,NA
3996,751,Lake Sockeye,2014,NA,5995,NA
4058,751,Lake Sockeye,2015,NA,211,NA
4120,751,Lake Sockeye,2016,NA,56,NA
4182,751,Lake Sockeye,2017,NA,47,NA
4244,751,Lake Sockeye,2018,NA,14150,NA
4306,751,Lake Sockeye,2019,NA,18,NA
42,752,Lake Sockeye,1950,NA,NA,NA
104,752,Lake Sockeye,1951,NA,NA,NA
166,752,Lake Sockeye,1952,NA,NA,NA
228,752,Lake Sockeye,1953,NA,NA,NA
290,752,Lake Sockeye,1954,NA,NA,NA
352,752,Lake Sockeye,1955,NA,NA,NA
414,752,Lake Sockeye,1956,NA,NA,NA
476,752,Lake Sockeye,1957,NA,NA,NA
538,752,Lake Sockeye,1958,NA,5,20
600,752,Lake Sockeye,1959,NA,27,152
662,752,Lake Sockeye,1960,NA,NA,NA
724,752,Lake Sockeye,1961,NA,NA,NA
786,752,Lake Sockeye,1962,NA,NA,NA
848,752,Lake Sockeye,1963,NA,439,1052
910,752,Lake Sockeye,1964,NA,146,505
972,752,Lake Sockeye,1965,NA,NA,NA
1034,752,Lake Sockeye,1966,NA,NA,NA
1096,752,Lake Sockeye,1967,756,920,8647
1158,752,Lake Sockeye,1968,806,954,3655
1220,752,Lake Sockeye,1969,48,52,255
1282,752,Lake Sockeye,1970,9,9,45
1344,752,Lake Sockeye,1971,949,1300,15201
1406,752,Lake Sockeye,1972,1862,1931,14846
1468,752,Lake Sockeye,1973,154,205,1058
1530,752,Lake Sockeye,1974,243,243,740
1592,752,Lake Sockeye,1975,3736,4127,15407
1654,752,Lake Sockeye,1976,3985,4090,29190
1716,752,Lake Sockeye,1977,334,355,1764
1778,752,Lake Sockeye,1978,667,675,536
1840,752,Lake Sockeye,1979,15124,15590,58892
1902,752,Lake Sockeye,1980,8029,8437,23293
1964,752,Lake Sockeye,1981,1929,2113,9871
2026,752,Lake Sockeye,1982,1139,1139,5288
2088,752,Lake Sockeye,1983,4901,5018,9084
2150,752,Lake Sockeye,1984,10198,11021,44595
2212,752,Lake Sockeye,1985,1526,1620,4796
2274,752,Lake Sockeye,1986,6044,6120,10309
2336,752,Lake Sockeye,1987,16672,16871,37831
2398,752,Lake Sockeye,1988,24203,27107,45922
2460,752,Lake Sockeye,1989,4007,4037,29946
2522,752,Lake Sockeye,1990,11589,11898,43460
2584,752,Lake Sockeye,1991,20425,20554,68501
2646,752,Lake Sockeye,1992,9073,9392,56652
2708,752,Lake Sockeye,1993,7500,7703,20431
2770,752,Lake Sockeye,1994,5885,5930,20407
2832,752,Lake Sockeye,1995,11048,11263,18445
2894,752,Lake Sockeye,1996,29753,32757,45638
2956,752,Lake Sockeye,1997,8651,9110,36055
3018,752,Lake Sockeye,1998,8377,8750,18849
3080,752,Lake Sockeye,1999,5597,5710,41050
3142,752,Lake Sockeye,2000,9736,10465,14372
3204,752,Lake Sockeye,2001,5660,5860,8088
3266,752,Lake Sockeye,2002,7101,7331,11828
3328,752,Lake Sockeye,2003,9307,9218,34168
3390,752,Lake Sockeye,2004,2706,2763,69231
3452,752,Lake Sockeye,2005,4252,4304,13883
3514,752,Lake Sockeye,2006,10960,11482,68460
3576,752,Lake Sockeye,2007,11082,11403,19721
3638,752,Lake Sockeye,2008,1374,2270,10188
3700,752,Lake Sockeye,2009,1153,1170,1612
3762,752,Lake Sockeye,2010,9861,10808,20831
3824,752,Lake Sockeye,2011,9046,9988,17040
3886,752,Lake Sockeye,2012,1636,1967,NA
3948,752,Lake Sockeye,2013,3356,3471,NA
4010,752,Lake Sockeye,2014,11066,11451,NA
4072,752,Lake Sockeye,2015,1347,1420,NA
4134,752,Lake Sockeye,2016,1061,1152,NA
4196,752,Lake Sockeye,2017,617,667,NA
4258,752,Lake Sockeye,2018,NA,2430,NA
4320,752,Lake Sockeye,2019,NA,524,NA
58,753,Lake Sockeye,1950,NA,NA,NA
120,753,Lake Sockeye,1951,NA,NA,NA
182,753,Lake Sockeye,1952,NA,NA,NA
244,753,Lake Sockeye,1953,NA,NA,NA
306,753,Lake Sockeye,1954,NA,NA,NA
368,753,Lake Sockeye,1955,NA,NA,NA
430,753,Lake Sockeye,1956,NA,NA,NA
492,753,Lake Sockeye,1957,NA,NA,NA
554,753,Lake Sockeye,1958,NA,NA,NA
616,753,Lake Sockeye,1959,NA,NA,NA
678,753,Lake Sockeye,1960,NA,NA,NA
740,753,Lake Sockeye,1961,NA,NA,NA
802,753,Lake Sockeye,1962,NA,NA,NA
864,753,Lake Sockeye,1963,NA,NA,NA
926,753,Lake Sockeye,1964,NA,NA,NA
988,753,Lake Sockeye,1965,NA,NA,NA
1050,753,Lake Sockeye,1966,NA,NA,NA
1112,753,Lake Sockeye,1967,NA,NA,NA
1174,753,Lake Sockeye,1968,NA,NA,NA
1236,753,Lake Sockeye,1969,NA,NA,NA
1298,753,Lake Sockeye,1970,NA,NA,NA
1360,753,Lake Sockeye,1971,NA,NA,NA
1422,753,Lake Sockeye,1972,NA,NA,NA
1484,753,Lake Sockeye,1973,NA,NA,NA
1546,753,Lake Sockeye,1974,NA,NA,NA
1608,753,Lake Sockeye,1975,NA,NA,NA
1670,753,Lake Sockeye,1976,NA,NA,NA
1732,753,Lake Sockeye,1977,NA,NA,NA
1794,753,Lake Sockeye,1978,NA,NA,NA
1856,753,Lake Sockeye,1979,NA,NA,NA
1918,753,Lake Sockeye,1980,NA,NA,NA
1980,753,Lake Sockeye,1981,NA,NA,NA
2042,753,Lake Sockeye,1982,NA,NA,NA
2104,753,Lake Sockeye,1983,NA,NA,NA
2166,753,Lake Sockeye,1984,NA,NA,NA
2228,753,Lake Sockeye,1985,NA,NA,NA
2290,753,Lake Sockeye,1986,NA,NA,NA
2352,753,Lake Sockeye,1987,NA,NA,NA
2414,753,Lake Sockeye,1988,NA,NA,NA
2476,753,Lake Sockeye,1989,NA,NA,NA
2538,753,Lake Sockeye,1990,NA,NA,NA
2600,753,Lake Sockeye,1991,NA,NA,NA
2662,753,Lake Sockeye,1992,NA,NA,NA
2724,753,Lake Sockeye,1993,NA,NA,NA
2786,753,Lake Sockeye,1994,NA,NA,NA
2848,753,Lake Sockeye,1995,NA,NA,NA
2910,753,Lake Sockeye,1996,NA,NA,NA
2972,753,Lake Sockeye,1997,NA,NA,NA
3034,753,Lake Sockeye,1998,NA,NA,NA
3096,753,Lake Sockeye,1999,NA,NA,NA
3158,753,Lake Sockeye,2000,NA,NA,NA
3220,753,Lake Sockeye,2001,NA,NA,NA
3282,753,Lake Sockeye,2002,NA,NA,NA
3344,753,Lake Sockeye,2003,NA,NA,NA
3406,753,Lake Sockeye,2004,NA,NA,NA
3468,753,Lake Sockeye,2005,NA,NA,NA
3530,753,Lake Sockeye,2006,NA,NA,NA
3592,753,Lake Sockeye,2007,NA,NA,NA
3654,753,Lake Sockeye,2008,NA,NA,NA
3716,753,Lake Sockeye,2009,NA,NA,NA
3778,753,Lake Sockeye,2010,NA,NA,NA
3840,753,Lake Sockeye,2011,NA,NA,NA
3902,753,Lake Sockeye,2012,NA,NA,NA
3964,753,Lake Sockeye,2013,NA,NA,NA
4026,753,Lake Sockeye,2014,NA,NA,NA
4088,753,Lake Sockeye,2015,NA,NA,NA
4150,753,Lake Sockeye,2016,NA,NA,NA
4212,753,Lake Sockeye,2017,NA,NA,NA
4274,753,Lake Sockeye,2018,NA,NA,NA
4336,753,Lake Sockeye,2019,NA,NA,NA
56,756,Lake Sockeye,1950,NA,NA,NA
118,756,Lake Sockeye,1951,NA,NA,NA
180,756,Lake Sockeye,1952,NA,NA,NA
242,756,Lake Sockeye,1953,NA,NA,NA
304,756,Lake Sockeye,1954,NA,NA,NA
366,756,Lake Sockeye,1955,NA,NA,NA
428,756,Lake Sockeye,1956,NA,NA,NA
490,756,Lake Sockeye,1957,NA,NA,NA
552,756,Lake Sockeye,1958,NA,NA,NA
614,756,Lake Sockeye,1959,NA,NA,NA
676,756,Lake Sockeye,1960,NA,NA,NA
738,756,Lake Sockeye,1961,NA,NA,NA
800,756,Lake Sockeye,1962,NA,NA,NA
862,756,Lake Sockeye,1963,NA,NA,NA
924,756,Lake Sockeye,1964,NA,NA,NA
986,756,Lake Sockeye,1965,NA,NA,NA
1048,756,Lake Sockeye,1966,NA,NA,NA
1110,756,Lake Sockeye,1967,NA,NA,NA
1172,756,Lake Sockeye,1968,NA,NA,NA
1234,756,Lake Sockeye,1969,NA,NA,NA
1296,756,Lake Sockeye,1970,NA,NA,NA
1358,756,Lake Sockeye,1971,NA,NA,NA
1420,756,Lake Sockeye,1972,NA,NA,NA
1482,756,Lake Sockeye,1973,NA,NA,NA
1544,756,Lake Sockeye,1974,NA,NA,NA
1606,756,Lake Sockeye,1975,NA,NA,NA
1668,756,Lake Sockeye,1976,NA,NA,NA
1730,756,Lake Sockeye,1977,NA,NA,NA
1792,756,Lake Sockeye,1978,NA,NA,NA
1854,756,Lake Sockeye,1979,NA,NA,NA
1916,756,Lake Sockeye,1980,NA,NA,NA
1978,756,Lake Sockeye,1981,NA,NA,NA
2040,756,Lake Sockeye,1982,NA,NA,NA
2102,756,Lake Sockeye,1983,NA,NA,NA
2164,756,Lake Sockeye,1984,NA,NA,NA
2226,756,Lake Sockeye,1985,NA,22,NA
2288,756,Lake Sockeye,1986,NA,NA,NA
2350,756,Lake Sockeye,1987,NA,NA,NA
2412,756,Lake Sockeye,1988,NA,NA,NA
2474,756,Lake Sockeye,1989,NA,NA,NA
2536,756,Lake Sockeye,1990,NA,NA,NA
2598,756,Lake Sockeye,1991,NA,NA,NA
2660,756,Lake Sockeye,1992,NA,NA,NA
2722,756,Lake Sockeye,1993,NA,NA,NA
2784,756,Lake Sockeye,1994,NA,NA,NA
2846,756,Lake Sockeye,1995,NA,NA,NA
2908,756,Lake Sockeye,1996,NA,NA,NA
2970,756,Lake Sockeye,1997,NA,NA,NA
3032,756,Lake Sockeye,1998,NA,NA,NA
3094,756,Lake Sockeye,1999,NA,NA,NA
3156,756,Lake Sockeye,2000,NA,NA,NA
3218,756,Lake Sockeye,2001,NA,NA,NA
3280,756,Lake Sockeye,2002,NA,NA,NA
3342,756,Lake Sockeye,2003,NA,NA,NA
3404,756,Lake Sockeye,2004,NA,NA,NA
3466,756,Lake Sockeye,2005,NA,NA,NA
3528,756,Lake Sockeye,2006,NA,NA,NA
3590,756,Lake Sockeye,2007,NA,NA,NA
3652,756,Lake Sockeye,2008,NA,NA,NA
3714,756,Lake Sockeye,2009,NA,NA,NA
3776,756,Lake Sockeye,2010,NA,NA,NA
3838,756,Lake Sockeye,2011,NA,NA,NA
3900,756,Lake Sockeye,2012,NA,NA,NA
3962,756,Lake Sockeye,2013,NA,NA,NA
4024,756,Lake Sockeye,2014,NA,NA,NA
4086,756,Lake Sockeye,2015,NA,NA,NA
4148,756,Lake Sockeye,2016,NA,NA,NA
4210,756,Lake Sockeye,2017,NA,NA,NA
4272,756,Lake Sockeye,2018,NA,NA,NA
4334,756,Lake Sockeye,2019,NA,NA,NA
57,757,Lake Sockeye,1950,NA,NA,NA
119,757,Lake Sockeye,1951,NA,NA,NA
181,757,Lake Sockeye,1952,NA,NA,NA
243,757,Lake Sockeye,1953,NA,NA,NA
305,757,Lake Sockeye,1954,NA,NA,NA
367,757,Lake Sockeye,1955,NA,NA,NA
429,757,Lake Sockeye,1956,NA,NA,NA
491,757,Lake Sockeye,1957,NA,NA,NA
553,757,Lake Sockeye,1958,NA,NA,NA
615,757,Lake Sockeye,1959,NA,NA,NA
677,757,Lake Sockeye,1960,NA,NA,NA
739,757,Lake Sockeye,1961,NA,NA,NA
801,757,Lake Sockeye,1962,NA,NA,NA
863,757,Lake Sockeye,1963,NA,NA,NA
925,757,Lake Sockeye,1964,NA,NA,NA
987,757,Lake Sockeye,1965,NA,NA,NA
1049,757,Lake Sockeye,1966,NA,NA,NA
1111,757,Lake Sockeye,1967,NA,NA,NA
1173,757,Lake Sockeye,1968,NA,NA,NA
1235,757,Lake Sockeye,1969,NA,NA,NA
1297,757,Lake Sockeye,1970,NA,NA,NA
1359,757,Lake Sockeye,1971,NA,NA,NA
1421,757,Lake Sockeye,1972,NA,NA,NA
1483,757,Lake Sockeye,1973,NA,NA,NA
1545,757,Lake Sockeye,1974,NA,NA,NA
1607,757,Lake Sockeye,1975,NA,NA,NA
1669,757,Lake Sockeye,1976,NA,NA,NA
1731,757,Lake Sockeye,1977,NA,NA,NA
1793,757,Lake Sockeye,1978,NA,NA,NA
1855,757,Lake Sockeye,1979,NA,NA,NA
1917,757,Lake Sockeye,1980,NA,NA,NA
1979,757,Lake Sockeye,1981,NA,NA,NA
2041,757,Lake Sockeye,1982,NA,NA,NA
2103,757,Lake Sockeye,1983,NA,NA,NA
2165,757,Lake Sockeye,1984,NA,NA,NA
2227,757,Lake Sockeye,1985,NA,NA,NA
2289,757,Lake Sockeye,1986,NA,NA,NA
2351,757,Lake Sockeye,1987,NA,NA,NA
2413,757,Lake Sockeye,1988,NA,NA,NA
2475,757,Lake Sockeye,1989,NA,NA,NA
2537,757,Lake Sockeye,1990,NA,NA,NA
2599,757,Lake Sockeye,1991,NA,NA,NA
2661,757,Lake Sockeye,1992,NA,NA,NA
2723,757,Lake Sockeye,1993,NA,NA,NA
2785,757,Lake Sockeye,1994,NA,NA,NA
2847,757,Lake Sockeye,1995,NA,NA,NA
2909,757,Lake Sockeye,1996,NA,NA,NA
